timestamp,kpi_value
04/13/2018 10:00:00,508458
04/13/2018 10:15:00,531936
04/13/2018 10:30:00,499827
04/13/2018 10:45:00,498538
04/13/2018 11:00:00,538425
04/13/2018 11:15:00,512009
04/13/2018 11:30:00,498384
04/13/2018 11:45:00,533480
04/13/2018 12:00:00,525690
04/13/2018 12:15:00,491455
04/13/2018 12:30:00,512222
04/13/2018 12:45:00,531621
04/13/2018 13:00:00,501118
04/13/2018 13:15:00,500868
04/13/2018 13:30:00,531636
04/13/2018 13:45:00,506869
04/13/2018 14:00:00,493719
04/13/2018 14:15:00,526650
04/13/2018 14:30:00,519456
04/13/2018 14:45:00,491293
04/13/2018 15:00:00,512733
04/13/2018 15:15:00,529002
04/13/2018 15:30:00,501987
04/13/2018 15:45:00,504293
04/13/2018 16:00:00,533455
04/13/2018 16:15:00,511655
04/13/2018 16:30:00,500081
04/13/2018 16:45:00,534042
04/13/2018 17:00:00,528228
04/13/2018 17:15:00,503528
04/13/2018 17:30:00,522470
04/13/2018 17:45:00,535990
04/13/2018 18:00:00,511659
04/13/2018 18:15:00,513519
04/13/2018 18:30:00,537712
04/13/2018 18:45:00,515054
04/13/2018 19:00:00,505793
04/13/2018 19:15:00,529678
04/13/2018 19:30:00,520959
04/13/2018 19:45:00,499642
04/13/2018 20:00:00,513114
04/13/2018 20:15:00,523623
04/13/2018 20:30:00,500670
04/13/2018 20:45:00,501637
04/13/2018 21:00:00,521333
04/13/2018 21:15:00,498213
04/13/2018 21:30:00,487736
04/13/2018 21:45:00,507857
04/13/2018 22:00:00,499222
04/13/2018 22:15:00,477442
04/13/2018 22:30:00,486626
04/13/2018 22:45:00,496037
04/13/2018 23:00:00,473444
04/13/2018 23:15:00,471918
04/13/2018 23:30:00,488022
04/13/2018 23:45:00,468626
04/14/2018 00:00:00,459141
04/14/2018 00:15:00,476999
04/14/2018 00:30:00,469969
04/14/2018 00:45:00,451500
04/14/2018 01:00:00,459978
04/14/2018 01:15:00,471610
04/14/2018 01:30:00,452778
04/14/2018 01:45:00,452686
04/14/2018 02:00:00,473114
04/14/2018 02:15:00,455561
04/14/2018 02:30:00,447544
04/14/2018 02:45:00,466833
04/14/2018 03:00:00,462785
04/14/2018 03:15:00,447431
04/14/2018 03:30:00,456595
04/14/2018 03:45:00,469787
04/14/2018 04:00:00,452539
04/14/2018 04:15:00,448873
04/14/2018 04:30:00,467563
04/14/2018 04:45:00,456243
04/14/2018 05:00:00,447122
04/14/2018 05:15:00,465517
04/14/2018 05:30:00,466984
04/14/2018 05:45:00,457779
04/14/2018 06:00:00,468055
04/14/2018 06:15:00,485196
04/14/2018 06:30:00,476636
04/14/2018 06:45:00,480643
04/14/2018 07:00:00,503005
04/14/2018 07:15:00,496710
04/14/2018 07:30:00,492323
04/14/2018 07:45:00,511403
04/14/2018 08:00:00,512149
04/14/2018 08:15:00,502155
04/14/2018 08:30:00,511265
04/14/2018 08:45:00,523051
04/14/2018 09:00:00,512240
04/14/2018 09:15:00,510785
04/14/2018 09:30:00,528442
04/14/2018 09:45:00,519072
04/14/2018 10:00:00,510631
04/14/2018 10:15:00,526759
04/14/2018 10:30:00,525463
04/14/2018 10:45:00,514297
04/14/2018 11:00:00,521882
04/14/2018 11:15:00,533934
04/14/2018 11:30:00,523587
04/14/2018 11:45:00,521460
04/14/2018 12:00:00,534583
04/14/2018 12:15:00,522484
04/14/2018 12:30:00,514177
04/14/2018 12:45:00,527721
04/14/2018 13:00:00,526525
04/14/2018 13:15:00,512651
04/14/2018 13:30:00,518366
04/14/2018 13:45:00,525023
04/14/2018 14:00:00,515366
04/14/2018 14:15:00,511848
04/14/2018 14:30:00,525095
04/14/2018 14:45:00,516273
04/14/2018 15:00:00,511498
04/14/2018 15:15:00,522145
04/14/2018 15:30:00,521370
04/14/2018 15:45:00,510595
04/14/2018 16:00:00,518731
04/14/2018 16:15:00,527993
04/14/2018 16:30:00,521017
04/14/2018 16:45:00,519603
04/14/2018 17:00:00,534832
04/14/2018 17:15:00,524311
04/14/2018 17:30:00,520094
04/14/2018 17:45:00,529388
04/14/2018 18:00:00,527679
04/14/2018 18:15:00,516546
04/14/2018 18:30:00,520196
04/14/2018 18:45:00,525938
04/14/2018 19:00:00,516926
04/14/2018 19:15:00,510872
04/14/2018 19:30:00,522379
04/14/2018 19:45:00,514462
04/14/2018 20:00:00,505432
04/14/2018 20:15:00,514044
04/14/2018 20:30:00,512482
04/14/2018 20:45:00,499510
04/14/2018 21:00:00,502952
04/14/2018 21:15:00,507288
04/14/2018 21:30:00,497366
04/14/2018 21:45:00,490063
04/14/2018 22:00:00,499336
04/14/2018 22:15:00,489020
04/14/2018 22:30:00,479695
04/14/2018 22:45:00,486576
04/14/2018 23:00:00,483748
04/14/2018 23:15:00,471049
04/14/2018 23:30:00,471892
04/14/2018 23:45:00,476482
04/15/2018 00:00:00,468568
04/15/2018 00:15:00,462534
04/15/2018 00:30:00,471056
04/15/2018 00:45:00,464965
04/15/2018 01:00:00,455340
04/15/2018 01:15:00,464669
04/15/2018 01:30:00,463995
04/15/2018 01:45:00,453010
04/15/2018 02:00:00,458134
04/15/2018 02:15:00,462854
04/15/2018 02:30:00,455933
04/15/2018 02:45:00,452368
04/15/2018 03:00:00,462688
04/15/2018 03:15:00,458657
04/15/2018 03:30:00,451130
04/15/2018 03:45:00,461138
04/15/2018 04:00:00,462914
04/15/2018 04:15:00,448608
04/15/2018 04:30:00,453364
04/15/2018 04:45:00,462604
04/15/2018 05:00:00,455612
04/15/2018 05:15:00,452449
04/15/2018 05:30:00,466652
04/15/2018 05:45:00,469377
04/15/2018 06:00:00,462879
04/15/2018 06:15:00,477418
04/15/2018 06:30:00,486790
04/15/2018 06:45:00,479473
04/15/2018 07:00:00,488231
04/15/2018 07:15:00,502129
04/15/2018 07:30:00,499177
04/15/2018 07:45:00,497907
04/15/2018 08:00:00,512432
04/15/2018 08:15:00,510648
04/15/2018 08:30:00,504295
04/15/2018 08:45:00,514795
04/15/2018 09:00:00,520653
04/15/2018 09:15:00,510862
04/15/2018 09:30:00,515575
04/15/2018 09:45:00,524465
04/15/2018 10:00:00,520379
04/15/2018 10:15:00,516211
04/15/2018 10:30:00,527338
04/15/2018 10:45:00,524884
04/15/2018 11:00:00,521467
04/15/2018 11:15:00,527021
04/15/2018 11:30:00,533753
04/15/2018 11:45:00,523045
04/15/2018 12:00:00,522693
04/15/2018 12:15:00,529205
04/15/2018 12:30:00,525024
04/15/2018 12:45:00,519743
04/15/2018 13:00:00,526465
04/15/2018 13:15:00,523701
04/15/2018 13:30:00,518457
04/15/2018 13:45:00,521396
04/15/2018 14:00:00,526165
04/15/2018 14:15:00,517669
04/15/2018 14:30:00,514113
04/15/2018 14:45:00,523445
04/15/2018 15:00:00,520824
04/15/2018 15:15:00,513362
04/15/2018 15:30:00,522228
04/15/2018 15:45:00,522120
04/15/2018 16:00:00,516036
04/15/2018 16:15:00,519065
04/15/2018 16:30:00,526486
04/15/2018 16:45:00,519649
04/15/2018 17:00:00,518427
04/15/2018 17:15:00,527789
04/15/2018 17:30:00,524167
04/15/2018 17:45:00,516112
04/15/2018 18:00:00,522786
04/15/2018 18:15:00,520527
04/15/2018 18:30:00,513218
04/15/2018 18:45:00,516950
04/15/2018 19:00:00,521456
04/15/2018 19:15:00,511650
04/15/2018 19:30:00,507691
04/15/2018 19:45:00,514874
04/15/2018 20:00:00,511046
04/15/2018 20:15:00,502431
04/15/2018 20:30:00,509097
04/15/2018 20:45:00,505731
04/15/2018 21:00:00,497434
04/15/2018 21:15:00,497621
04/15/2018 21:30:00,499196
04/15/2018 21:45:00,487613
04/15/2018 22:00:00,483919
04/15/2018 22:15:00,489190
04/15/2018 22:30:00,482536
04/15/2018 22:45:00,472348
04/15/2018 23:00:00,478847
04/15/2018 23:15:00,472204
04/15/2018 23:30:00,463865
04/15/2018 23:45:00,466552
04/16/2018 00:00:00,468365
04/16/2018 00:15:00,458489
04/16/2018 00:30:00,455334
04/16/2018 00:45:00,464143
04/16/2018 01:00:00,458332
04/16/2018 01:15:00,452020
04/16/2018 01:30:00,460324
04/16/2018 01:45:00,456002
04/16/2018 02:00:00,451570
04/16/2018 02:15:00,454164
04/16/2018 02:30:00,457542
04/16/2018 02:45:00,451158
04/16/2018 03:00:00,449589
04/16/2018 03:15:00,460489
04/16/2018 03:30:00,456014
04/16/2018 03:45:00,450969
04/16/2018 04:00:00,460472
04/16/2018 04:15:00,453722
04/16/2018 04:30:00,448773
04/16/2018 04:45:00,455614
04/16/2018 05:00:00,460083
04/16/2018 05:15:00,453037
04/16/2018 05:30:00,456702
04/16/2018 05:45:00,473560
04/16/2018 06:00:00,472301
04/16/2018 06:15:00,473651
04/16/2018 06:30:00,490029
04/16/2018 06:45:00,492384
04/16/2018 07:00:00,491815
04/16/2018 07:15:00,502386
04/16/2018 07:30:00,509378
04/16/2018 07:45:00,502769
04/16/2018 08:00:00,504570
04/16/2018 08:15:00,515818
04/16/2018 08:30:00,510315
04/16/2018 08:45:00,505785
04/16/2018 09:00:00,514830
04/16/2018 09:15:00,513037
04/16/2018 09:30:00,507087
04/16/2018 09:45:00,512159
04/16/2018 10:00:00,518741
04/16/2018 10:15:00,507646
04/16/2018 10:30:00,509472
04/16/2018 10:45:00,518422
04/16/2018 11:00:00,517452
04/16/2018 11:15:00,512839
04/16/2018 11:30:00,524240
04/16/2018 11:45:00,518780
04/16/2018 12:00:00,512114
04/16/2018 12:15:00,515283
04/16/2018 12:30:00,518536
04/16/2018 12:45:00,508462
04/16/2018 13:00:00,508954
04/16/2018 13:15:00,518739
04/16/2018 13:30:00,512168
04/16/2018 13:45:00,504934
04/16/2018 14:00:00,515096
04/16/2018 14:15:00,511017
04/16/2018 14:30:00,505817
04/16/2018 14:45:00,509153
04/16/2018 15:00:00,517127
04/16/2018 15:15:00,505935
04/16/2018 15:30:00,509375
04/16/2018 15:45:00,518062
04/16/2018 16:00:00,513770
04/16/2018 16:15:00,511365
04/16/2018 16:30:00,522252
04/16/2018 16:45:00,518650
04/16/2018 17:00:00,514965
04/16/2018 17:15:00,518681
04/16/2018 17:30:00,525654
04/16/2018 17:45:00,515815
04/16/2018 18:00:00,515644
04/16/2018 18:15:00,521383
04/16/2018 18:30:00,516792
04/16/2018 18:45:00,509221
04/16/2018 19:00:00,518365
04/16/2018 19:15:00,512884
04/16/2018 19:30:00,505031
04/16/2018 19:45:00,509105
04/16/2018 20:00:00,513597
04/16/2018 20:15:00,500796
04/16/2018 20:30:00,501647
04/16/2018 20:45:00,507121
04/16/2018 21:00:00,500860
04/16/2018 21:15:00,492349
04/16/2018 21:30:00,498870
04/16/2018 21:45:00,491026
04/16/2018 22:00:00,483514
04/16/2018 22:15:00,485651
04/16/2018 22:30:00,485969
04/16/2018 22:45:00,472429
04/16/2018 23:00:00,471922
04/16/2018 23:15:00,476394
04/16/2018 23:30:00,467835
04/16/2018 23:45:00,462325
04/17/2018 00:00:00,468973
04/17/2018 00:15:00,461660
04/17/2018 00:30:00,454317
04/17/2018 00:45:00,460217
04/17/2018 01:00:00,462837
04/17/2018 01:15:00,451305
04/17/2018 01:30:00,451642
04/17/2018 01:45:00,457678
04/17/2018 02:00:00,455112
04/17/2018 02:15:00,448310
04/17/2018 02:30:00,455889
04/17/2018 02:45:00,453384
04/17/2018 03:00:00,447547
04/17/2018 03:15:00,454796
04/17/2018 03:30:00,458040
04/17/2018 03:45:00,449097
04/17/2018 04:00:00,451844
04/17/2018 04:15:00,454028
04/17/2018 04:30:00,451263
04/17/2018 04:45:00,449548
04/17/2018 05:00:00,456992
04/17/2018 05:15:00,455952
04/17/2018 05:30:00,455699
04/17/2018 05:45:00,469036
04/17/2018 06:00:00,474041
04/17/2018 06:15:00,472790
04/17/2018 06:30:00,482249
04/17/2018 06:45:00,493890
04/17/2018 07:00:00,495031
04/17/2018 07:15:00,497336
04/17/2018 07:30:00,508780
04/17/2018 07:45:00,506886
04/17/2018 08:00:00,503318
04/17/2018 08:15:00,510856
04/17/2018 08:30:00,514716
04/17/2018 08:45:00,504437
04/17/2018 09:00:00,508259
04/17/2018 09:15:00,513503
04/17/2018 09:30:00,510146
04/17/2018 09:45:00,506408
04/17/2018 10:00:00,516422
04/17/2018 10:15:00,508636
04/17/2018 10:30:00,506724
04/17/2018 10:45:00,515547
04/17/2018 11:00:00,519168
04/17/2018 11:15:00,511955
04/17/2018 11:30:00,518110
04/17/2018 11:45:00,519517
04/17/2018 12:00:00,515465
04/17/2018 12:15:00,510142
04/17/2018 12:30:00,517876
04/17/2018 12:45:00,510865
04/17/2018 13:00:00,508260
04/17/2018 13:15:00,512735
04/17/2018 13:30:00,514027
04/17/2018 13:45:00,505545
04/17/2018 14:00:00,508444
04/17/2018 14:15:00,512376
04/17/2018 14:30:00,507535
04/17/2018 14:45:00,504263
04/17/2018 15:00:00,513858
04/17/2018 15:15:00,509308
04/17/2018 15:30:00,503905
04/17/2018 15:45:00,513268
04/17/2018 16:00:00,516030
04/17/2018 16:15:00,508605
04/17/2018 16:30:00,513827
04/17/2018 16:45:00,520851
04/17/2018 17:00:00,517882
04/17/2018 17:15:00,515981
04/17/2018 17:30:00,523504
04/17/2018 17:45:00,520804
04/17/2018 18:00:00,515032
04/17/2018 18:15:00,516837
04/17/2018 18:30:00,518348
04/17/2018 18:45:00,511270
04/17/2018 19:00:00,513859
04/17/2018 19:15:00,512329
04/17/2018 19:30:00,510193
04/17/2018 19:45:00,506629
04/17/2018 20:00:00,511103
04/17/2018 20:15:00,506525
04/17/2018 20:30:00,502119
04/17/2018 20:45:00,501995
04/17/2018 21:00:00,501017
04/17/2018 21:15:00,494979
04/17/2018 21:30:00,494712
04/17/2018 21:45:00,490948
04/17/2018 22:00:00,488447
04/17/2018 22:15:00,482394
04/17/2018 22:30:00,482553
04/17/2018 22:45:00,477019
04/17/2018 23:00:00,472486
04/17/2018 23:15:00,469896
04/17/2018 23:30:00,468572
04/17/2018 23:45:00,464036
04/18/2018 00:00:00,510597
04/18/2018 00:15:00,484557
04/18/2018 00:30:00,448541
04/18/2018 00:45:00,484294
04/18/2018 01:00:00,478859
04/18/2018 01:15:00,433836
04/18/2018 01:30:00,448101
04/18/2018 01:45:00,478008
04/18/2018 02:00:00,443219
04/18/2018 02:15:00,434404
04/18/2018 02:30:00,474000
04/18/2018 02:45:00,452674
04/18/2018 03:00:00,431144
04/18/2018 03:15:00,462195
04/18/2018 03:30:00,472297
04/18/2018 03:45:00,433252
04/18/2018 04:00:00,449490
04/18/2018 04:15:00,472451
04/18/2018 04:30:00,439671
04/18/2018 04:45:00,436889
04/18/2018 05:00:00,474833
04/18/2018 05:15:00,455935
04/18/2018 05:30:00,440450
04/18/2018 05:45:00,477043
04/18/2018 06:00:00,487459
04/18/2018 06:15:00,456131
04/18/2018 06:30:00,481271
04/18/2018 06:45:00,510890
04/18/2018 07:00:00,483134
04/18/2018 07:15:00,486525
04/18/2018 07:30:00,523835
04/18/2018 07:45:00,504999
04/18/2018 08:00:00,490686
04/18/2018 08:15:00,518854
04/18/2018 08:30:00,522482
04/18/2018 08:45:00,492070
04/18/2018 09:00:00,507756
04/18/2018 09:15:00,527246
04/18/2018 09:30:00,501193
04/18/2018 09:45:00,499101
04/18/2018 10:00:00,531681
04/18/2018 10:15:00,508465
04/18/2018 10:30:00,498143
04/18/2018 10:45:00,522115
04/18/2018 11:00:00,526863
04/18/2018 11:15:00,499467
04/18/2018 11:30:00,515979
04/18/2018 11:45:00,531740
04/18/2018 12:00:00,507749
04/18/2018 12:15:00,503074
04/18/2018 12:30:00,528957
04/18/2018 12:45:00,508873
04/18/2018 13:00:00,499207
04/18/2018 13:15:00,518114
04/18/2018 13:30:00,521554
04/18/2018 13:45:00,495199
04/18/2018 14:00:00,508821
04/18/2018 14:15:00,521909
04/18/2018 14:30:00,501423
04/18/2018 14:45:00,498785
04/18/2018 15:00:00,523985
04/18/2018 15:15:00,506074
04/18/2018 15:30:00,498902
04/18/2018 15:45:00,518026
04/18/2018 16:00:00,521558
04/18/2018 16:15:00,500090
04/18/2018 16:30:00,513273
04/18/2018 16:45:00,528286
04/18/2018 17:00:00,512822
04/18/2018 17:15:00,509947
04/18/2018 17:30:00,531033
04/18/2018 17:45:00,516626
04/18/2018 18:00:00,506735
04/18/2018 18:15:00,521592
04/18/2018 18:30:00,525016
04/18/2018 18:45:00,503150
04/18/2018 19:00:00,513565
04/18/2018 19:15:00,522220
04/18/2018 19:30:00,504368
04/18/2018 19:45:00,499845
04/18/2018 20:00:00,518012
04/18/2018 20:15:00,504869
04/18/2018 20:30:00,495849
04/18/2018 20:45:00,506226
04/18/2018 21:00:00,508953
04/18/2018 21:15:00,487015
04/18/2018 21:30:00,493329
04/18/2018 21:45:00,501200
04/18/2018 22:00:00,482940
04/18/2018 22:15:00,476675
04/18/2018 22:30:00,489414
04/18/2018 22:45:00,475794
04/18/2018 23:00:00,466166
04/18/2018 23:15:00,474599
04/18/2018 23:30:00,474796
04/18/2018 23:45:00,456251
04/19/2018 00:00:00,460820
04/19/2018 00:15:00,468837
04/19/2018 00:30:00,454406
04/19/2018 00:45:00,452004
04/19/2018 01:00:00,463850
04/19/2018 01:15:00,453799
04/19/2018 01:30:00,447834
04/19/2018 01:45:00,456300
04/19/2018 02:00:00,460595
04/19/2018 02:15:00,444830
04/19/2018 02:30:00,449678
04/19/2018 02:45:00,460217
04/19/2018 03:00:00,448016
04/19/2018 03:15:00,447237
04/19/2018 03:30:00,460809
04/19/2018 03:45:00,452655
04/19/2018 04:00:00,447892
04/19/2018 04:15:00,452524
04/19/2018 04:30:00,456311
04/19/2018 04:45:00,446986
04/19/2018 05:00:00,451760
04/19/2018 05:15:00,462851
04/19/2018 05:30:00,456762
04/19/2018 05:45:00,462927
04/19/2018 06:00:00,477275
04/19/2018 06:15:00,476342
04/19/2018 06:30:00,479066
04/19/2018 06:45:00,493517
04/19/2018 07:00:00,501475
04/19/2018 07:15:00,495443
04/19/2018 07:30:00,502404
04/19/2018 07:45:00,512818
04/19/2018 08:00:00,504921
04/19/2018 08:15:00,504822
04/19/2018 08:30:00,515901
04/19/2018 08:45:00,509348
04/19/2018 09:00:00,504703
04/19/2018 09:15:00,511156
04/19/2018 09:30:00,516507
04/19/2018 09:45:00,506062
04/19/2018 10:00:00,511283
04/19/2018 10:15:00,516233
04/19/2018 10:30:00,510213
04/19/2018 10:45:00,509203
04/19/2018 11:00:00,522171
04/19/2018 11:15:00,516794
04/19/2018 11:30:00,514164
04/19/2018 11:45:00,517827
04/19/2018 12:00:00,519445
04/19/2018 12:15:00,508602
04/19/2018 12:30:00,509828
04/19/2018 12:45:00,516317
04/19/2018 13:00:00,510169
04/19/2018 13:15:00,507820
04/19/2018 13:30:00,516089
04/19/2018 13:45:00,507965
04/19/2018 14:00:00,504609
04/19/2018 14:15:00,510414
04/19/2018 14:30:00,513667
04/19/2018 14:45:00,502566
04/19/2018 15:00:00,507669
04/19/2018 15:15:00,513304
04/19/2018 15:30:00,509435
04/19/2018 15:45:00,506119
04/19/2018 16:00:00,516312
04/19/2018 16:15:00,512849
04/19/2018 16:30:00,510100
04/19/2018 16:45:00,515767
04/19/2018 17:00:00,522940
04/19/2018 17:15:00,512776
04/19/2018 17:30:00,516377
04/19/2018 17:45:00,522069
04/19/2018 18:00:00,516544
04/19/2018 18:15:00,512782
04/19/2018 18:30:00,520006
04/19/2018 18:45:00,515387
04/19/2018 19:00:00,511442
04/19/2018 19:15:00,514281
04/19/2018 19:30:00,517037
04/19/2018 19:45:00,506094
04/19/2018 20:00:00,506798
04/19/2018 20:15:00,511930
04/19/2018 20:30:00,504226
04/19/2018 20:45:00,498056
04/19/2018 21:00:00,504587
04/19/2018 21:15:00,499917
04/19/2018 21:30:00,491049
04/19/2018 21:45:00,492253
04/19/2018 22:00:00,493836
04/19/2018 22:15:00,480856
04/19/2018 22:30:00,479386
04/19/2018 22:45:00,482247
04/19/2018 23:00:00,474140
04/19/2018 23:15:00,467249
04/19/2018 23:30:00,470908
04/19/2018 23:45:00,467593
04/20/2018 00:00:00,499764
04/20/2018 00:15:00,509140
04/20/2018 00:30:00,489651
04/20/2018 00:45:00,481470
04/20/2018 01:00:00,474208
04/20/2018 01:15:00,456406
04/20/2018 01:30:00,450017
04/20/2018 01:45:00,467550
04/20/2018 02:00:00,443444
04/20/2018 02:15:00,447293
04/20/2018 02:30:00,459933
04/20/2018 02:45:00,454553
04/20/2018 03:00:00,444994
04/20/2018 03:15:00,453932
04/20/2018 03:30:00,459245
04/20/2018 03:45:00,455931
04/20/2018 04:00:00,452164
04/20/2018 04:15:00,463799
04/20/2018 04:30:00,441382
04/20/2018 04:45:00,449612
04/20/2018 05:00:00,461328
04/20/2018 05:15:00,457770
04/20/2018 05:30:00,454340
04/20/2018 05:45:00,469268
04/20/2018 06:00:00,475847
04/20/2018 06:15:00,479190
04/20/2018 06:30:00,482833
04/20/2018 06:45:00,501652
04/20/2018 07:00:00,487114
04/20/2018 07:15:00,499289
04/20/2018 07:30:00,511756
04/20/2018 07:45:00,508784
04/20/2018 08:00:00,503985
04/20/2018 08:15:00,512194
04/20/2018 08:30:00,512846
04/20/2018 08:45:00,511513
04/20/2018 09:00:00,509440
04/20/2018 09:15:00,519790
04/20/2018 09:30:00,505076
04/20/2018 09:45:00,509686
04/20/2018 10:00:00,520148
04/20/2018 10:15:00,511077
04/20/2018 10:30:00,510350
04/20/2018 10:45:00,516505
04/20/2018 11:00:00,517739
04/20/2018 11:15:00,517008
04/20/2018 11:30:00,518324
04/20/2018 11:45:00,523961
04/20/2018 12:00:00,511893
04/20/2018 12:15:00,511718
04/20/2018 12:30:00,517577
04/20/2018 12:45:00,512049
04/20/2018 13:00:00,509464
04/20/2018 13:15:00,514755
04/20/2018 13:30:00,512651
04/20/2018 13:45:00,510603
04/20/2018 14:00:00,511653
04/20/2018 14:15:00,517041
04/20/2018 14:30:00,507057
04/20/2018 14:45:00,509630
04/20/2018 15:00:00,516737
04/20/2018 15:15:00,512770
04/20/2018 15:30:00,511459
04/20/2018 15:45:00,517336
04/20/2018 16:00:00,518060
04/20/2018 16:15:00,518240
04/20/2018 16:30:00,518091
04/20/2018 16:45:00,524479
04/20/2018 17:00:00,519868
04/20/2018 17:15:00,521655
04/20/2018 17:30:00,526490
04/20/2018 17:45:00,523305
04/20/2018 18:00:00,521366
04/20/2018 18:15:00,522250
04/20/2018 18:30:00,521442
04/20/2018 18:45:00,520525
04/20/2018 19:00:00,521551
04/20/2018 19:15:00,521830
04/20/2018 19:30:00,514433
04/20/2018 19:45:00,515139
04/20/2018 20:00:00,518102
04/20/2018 20:15:00,514210
04/20/2018 20:30:00,512668
04/20/2018 20:45:00,512952
04/20/2018 21:00:00,509602
04/20/2018 21:15:00,506861
04/20/2018 21:30:00,504916
04/20/2018 21:45:00,503844
04/20/2018 22:00:00,494796
04/20/2018 22:15:00,493872
04/20/2018 22:30:00,494267
04/20/2018 22:45:00,487823
04/20/2018 23:00:00,483387
04/20/2018 23:15:00,482875
04/20/2018 23:30:00,478360
04/20/2018 23:45:00,476458
04/21/2018 00:00:00,475680
04/21/2018 00:15:00,474305
04/21/2018 00:30:00,465683
04/21/2018 00:45:00,467278
04/21/2018 01:00:00,468077
04/21/2018 01:15:00,464081
04/21/2018 01:30:00,462686
04/21/2018 01:45:00,464396
04/21/2018 02:00:00,463800
